word,0,1,2,3,4,5
Systems Architecture,7,32,35,38,47,152
Systems Based,20,69,76,189,633,1983
Systems Comparison,1,2,3,3,6,19
Systems Containing,2,2,3,3,8,17
Systems Design,15,59,64,147,382,1206
Systems Design and,2,4,4,10,43,96
Systems Development,26,42,45,47,50,86
Systems Engineering,16,20,20,21,24,94
Systems Exploiting a,1,2,2,2,2,5
Systems For Remote,1,1,1,2,5,29
Systems ICIS,1,2,14,151,1326,4287
Systems JIAJIA,1,1,1,1,17,228
Systems Literature,1,1,2,2,2,6
Systems Modelled,1,2,8,18,34,71
Systems Panel,1,1,5,178,750,1854
Systems Paradigm for,1,1,1,1,1,4
Systems Problems and,2,2,2,2,2,8
Systems Project,3,4,6,19,47,227
Systems Theory,6,9,11,36,185,1204
Systems Theory as,1,2,5,6,12,44
Systems Through,4,13,13,13,32,176
Systems Using,55,107,127,250,840,2165
Systems a,87,1185,4336,5793,6908,16574
Systems a Simulation,1,1,3,8,10,17
Systems and,72,112,320,1400,5071,8741
Systems and Their,6,7,8,20,67,182
Systems as Complex,1,1,1,2,3,11
Systems as Cypress,1,1,1,1,1,3
Systems as a,3,11,42,541,1685,4588
Systems by Combining,2,2,2,2,7,12
Systems for,97,543,853,1952,5577,10204
Systems for FPGAs,1,1,1,1,43,244
Systems for K45,1,1,1,101,537,724
Systems for Querying,1,1,1,1,2,25
Systems in,60,275,1313,4429,6484,10908
Systems in Community,1,1,1,1,4,6
Systems in HOL Using,1,1,1,1,1,1
Systems in Mining,1,1,1,2,8,53
Systems in The,1,6,36,144,349,1271
Systems in the,4,11,40,155,653,1597
Systems of,52,222,1634,4398,6994,11551
Systems of Nonlinear,4,4,5,6,18,27
Systems to,19,287,1728,4418,5977,9868
Systems to Enhance,1,1,2,4,7,16
Systems to Optimize,1,1,1,2,4,10
Systems with,134,203,244,451,1681,5491
Systems with Graph,1,1,2,5,52,166
Systems with Locally,1,1,1,1,3,15
Systems with a,7,138,202,243,398,1488
SystemsJune 911,1,1,1,1,1,1
Systemsoftware und,1,1,1,2,2,6
Systolic,53,62,227,316,8204,30047
Systolic arrays,1,15,26,26,28,41
SystolicType Meshes,1,1,1,1,1,1
T,15838,49981,49981,49981,49981,49981
T1MRI of the,1,1,1,1,12,1515
T3D Using,1,2,3,1682,2873,7600
TAOXML Paradigm,1,1,1,1,1,18
TAU A Portable,1,1,3,9,25,61
TC11,5,11,284,29590,49981,49981
TC2WG26,2,3,6,15,51,907
TC7,1,178,29347,49981,49981,49981
TC7 Conference,1,1,2,269,305,580
TCP,84,397,36032,49981,49981,49981
TCP Reno and TCP,1,1,1,2,2,2
TCP and Data Access,1,1,1,1,1,2
TCP for Mobile Hosts,1,1,1,3,3,4
TCPIP,25,33,126,1663,39370,49981
TCPIP Performance,3,3,9,10,52,701
TCPIP for,2,2,14,44,553,16030
TDMA Networks,1,2,76,138,1314,2289
TERS Text,1,1,1,12,352,1819
TESS more than,1,1,1,1,6,9
TEXI,1,14,454,30757,49981,49981
TEXI Expertensystem,1,1,1,4,32,40
TFPDF,1,1,15,995,37298,49981
THIN vs FAT,1,1,1,1,1,3
THOMAS A,1,1,1,21,285,3469
TINA to,1,1,6,153,8744,45589
TMN Concepts,1,1,2,96,337,507
TPF Performance,1,1,33,697,1208,1228
TPHOLs96 Turku,1,1,1,1,1,1
TRANSCompel a,1,1,1,1,2,2
TREC2,5,43,91,1049,37863,49981
TRW,3,155,26419,49981,49981,49981
TSF,1,187,34925,49981,49981,49981
TSO,4,354,34896,49981,49981,49981
TU Wien,1,1,8,220,22734,49282
TWSAPI A Generic,1,1,1,1,2,5
TYPED,1,2,19,1319,38152,49981
Table,121,1837,7038,43102,49863,49981
Table Reduction,2,3,4,28,112,287
Tables,40,235,2053,16899,46846,49890
Tables Using,2,2,3,116,442,1562
Tables and State,1,1,1,3,11,49
Tabu Search,8,9,12,149,476,701
TabuSearch,1,9,9,93,533,1247
Tactile,13,13,696,7044,38953,49608
Tactile Sensor,3,3,3,5,15,74
Tag Context Trees,1,1,1,2,4,19
Tags Requiring,1,1,2,2,3,14
Tags Requiring Short,1,1,1,1,1,1
Take Advice,1,1,1,2,21,208
Takeover Time in,1,2,2,2,2,4
Taking Benefit of,1,1,1,1,2,3
Tale of,5,15,520,4929,35276,49029
Tale of One,1,2,3,10,234,1667
Tame Inner,1,1,12,153,1419,6855
Taming,2,148,4204,26349,46907,49866
Tandem,11,15,825,18880,46605,49932
Tandem Behavior of a,1,1,1,1,4,12
Tape,26,930,31292,49847,49981,49981
Tapering Graph,1,1,1,4,14,67
Tapes are,2,3,7,107,1521,15850
Targeteer,1,1,12,64,1193,10830
Task,260,399,14298,49648,49981,49981
Task Assignment and,2,2,5,11,16,25
Task Assignment in,3,5,11,12,27,50
Task Management,3,3,84,296,784,949
Task Orientation and,1,1,1,1,5,10
Task Synchronization,1,2,4,45,100,129
Task Trees onto,1,1,1,2,3,7
Task Using the,1,1,1,55,137,448
Tasks,88,276,3052,29551,49648,49981
Tasks in Teacher,1,1,1,1,2,11
Taxes,3,11,5042,39810,49876,49981
Taxonomy,29,35,36,69,437,10858
Taxonomy of,18,19,29,33,48,291
Taxonomy of Internet,1,1,1,1,1,1
Taylorian Initial,1,1,1,1,1,1
Taylorism and the,1,1,1,2,4,12
Teach,130,1316,6481,35829,49900,49981
Teacher Education,2,2,2,2,14,52
Teacher Training,4,5,5,5,5,30
Teaching,84,115,560,5304,17509,37539
Teaching Computer,3,3,3,12,23,89
Teaching EDP,1,1,16,84,142,801
Teaching Image,2,2,2,6,70,197
Teaching Petri Nets,1,1,1,1,4,18
Teaching Software,5,5,5,13,55,163
Teaching Testing,1,1,1,2,4,33
Teaching User,1,1,7,36,135,415
Team,76,1012,27739,49856,49981,49981
Team ARAIBO,1,1,1,1,1,5
Team Description,7,10,18,125,202,249
Team Description and,1,1,1,14,24,49
Team Description of,1,1,3,23,46,114
Team Sicily,1,1,1,4,7,105
Team mit,1,2,8,326,5364,37100
Teams,20,177,8962,43021,49886,49981
Teams of Reactive,1,1,1,4,6,18
Teamwork,9,9,12,3490,4949,23165
Technical,48,57,102,1459,3756,11448
Technical Evaluation,1,1,1,3,8,51
Technical Note,4,4,4,28,62,119
Technical Reports,1,1,1,1,4,18
Technik und,2,3,4,22,682,1203
Technique,629,755,763,842,1458,6173
Technique Against,2,2,2,2,4,35
Technique Moving,1,1,1,4,18,213
Technique by,1,3,171,662,755,824
Technique for,120,333,395,465,711,934
Technique for Lower,1,1,2,16,105,273
Technique for Tiled,1,1,1,11,86,258
Technique in,2,40,233,672,774,889
Technique of 500MHz,1,1,1,1,1,1
Technique to Ensure,1,1,1,1,4,15
Techniques,415,710,755,770,884,2278
Techniques and,22,32,75,325,652,832
Techniques by,2,3,304,646,743,771
Techniques for,189,350,413,514,673,838
Techniques in,28,64,324,649,747,847
Techniques in Ship,1,1,1,11,29,69
Techniques on,7,67,332,648,744,799
Techniques on Large,1,1,3,5,8,47
Techniques panel,1,1,1,24,88,335
Technological,15,20,20,177,709,901
Technologies,72,103,128,434,550,1076
Technologies Factors,1,1,1,1,3,26
Technologies Issues,1,1,1,2,2,18
Technologies for,13,18,26,91,134,417
Technologies in the,3,3,6,18,30,63
Technology,300,450,490,513,871,2068
Technology Binding,1,1,1,2,15,69
Technology Cambridge,1,1,1,1,1,2
Technology Literacy,1,1,1,1,2,14
Technology Mapping,5,5,9,9,17,74
Technology Market,1,1,1,6,35,196
Technology Transfer,8,8,10,12,12,40
Technology and,27,31,76,255,394,540
Technology for,28,32,96,256,468,891
Technology in,15,64,240,433,499,585
Technology in a,3,15,29,150,297,461
Technology to,17,64,239,343,473,689
Technology to Global,1,1,1,1,3,13
Techologies Current,1,1,1,1,1,2
Teeth and Mouse,1,1,1,1,1,17
Teil der Lehre,1,1,1,4,7,20
TeleCities,1,1,1,22,322,2429
TeleCities Digital,1,1,1,1,1,1
Telearbeit,2,2,4,87,154,1907
Telearbeit Dmon oder,1,1,1,1,1,1
Telecommunication,55,70,74,124,371,773
Telecommunications,27,63,72,79,168,443
Teleconference,2,5,5,8,226,425
Telefonieren,1,1,6,7,8,264
Telematic,7,9,29,333,4298,21457
Teleoperating a,1,1,1,8,20,132
Telephone,13,26,30,69,341,8373
Telephone Requests,1,1,1,1,1,1
Telephone Systems in,1,1,1,1,2,3
Telepresence,3,5,6,15,67,960
Teleradiology on a,1,1,1,1,3,3
Teleteaching,6,7,8,15,136,502
Television Navigator,1,1,1,1,1,1
Television Service,1,1,1,1,3,13
Tells Whos Who,1,1,1,1,1,2
Telugu,1,1,11,1458,34488,49872
Temperature,9,14,15,17,231,1833
Template Improvement,1,1,1,1,1,4
Temporal,315,382,405,513,5447,35791
Temporal Aspects,5,5,5,6,22,122
Temporal Coherence,1,1,1,2,11,20
Temporal Concept,1,1,3,16,24,108
Temporal Data,29,36,48,124,373,697
Temporal Knowledge,4,4,5,6,13,61
Temporal Learning,1,1,1,20,33,84
Temporal Logic,55,55,61,68,175,478
Temporal Proofs,1,4,4,14,38,196
Temporal Reasoning,16,19,21,22,23,57
Temporal Reference,1,1,1,7,16,22
Temporal Structure,3,3,3,3,20,84
Temporal Text,1,1,5,105,333,410
Temporal Way,1,3,47,325,381,402
Temporal Wey,1,2,56,318,381,407
Temporal reasoning,2,20,21,22,23,30
Temporary Tasks,1,1,1,1,2,8
TendencyBased CPU,1,1,1,1,1,4
Tenet Scheme,1,1,26,45,358,659
Tense Operators,1,1,3,9,51,117
Tensor Products and,1,2,2,3,9,15
Term,254,1651,35948,49843,49981,49981
Term Association for,1,1,1,16,18,27
Term Denotation,1,1,1,6,19,1105
Term Frequency,2,2,3,19,52,106
Term Graph,3,3,31,448,1091,2615
Term Model for,1,1,6,125,400,666
TermBased Divisible,1,1,1,1,1,1
Terminal,29,140,250,1475,12185,40801
Terminal Capacity,1,1,1,2,2,6
Terminalnetzwerk,1,1,1,1,1,3
Termination Proofs,3,3,3,6,25,81
Termination of,17,55,93,291,1628,4193
Termination on,1,28,89,127,470,2738
Terminological,22,23,23,43,70,323
Terminological Image,1,1,1,3,20,24
Terminplanung bei,1,1,1,1,1,1
Terms Are,1,1,8,163,1409,14602
Terms in,4,8,517,4329,17773,45373
Terms of Partial,2,2,2,7,22,67
Terraffectors and,1,1,1,1,1,3
Terrain,24,32,536,8266,34938,49343
Terrain Data Sets,1,1,1,1,3,6
Test,782,2586,41592,49890,49981,49981
Test A,7,324,2495,23657,48960,49940
Test Case,16,20,53,624,3159,18621
Test Cases from,2,2,3,3,10,38
Test Cases under,1,1,1,1,7,22
Test Evaluation of a,1,1,2,27,155,338
Test Generation,45,49,102,310,486,701
Test Generation for,13,19,35,81,118,221
Test Generator,5,5,53,117,212,493
Test Generator for,4,4,18,33,52,112
Test Grading,1,1,1,4,36,759
Test Pattern,17,18,43,128,359,820
Test Scheme,1,1,39,145,617,1300
Test Selection,3,3,17,145,345,707
Test Sequences for,4,4,6,13,23,42
Test Series Design,1,1,1,1,1,1
Test Set,17,37,235,1636,12036,41431
Test Sets,9,17,66,441,2866,19468
Test Systems,2,10,279,1709,3908,5612
Test and,13,31,1524,6889,17685,41234
Test and Diagnosis,1,1,1,3,8,14
Test cases selection,1,3,3,8,10,13
Test for Equality of,1,1,1,1,1,3
Test of an Inventory,1,1,1,1,1,1
Test using Logical,1,1,1,1,3,8
TestAccess Ports,1,1,1,1,1,2
TestCritical,1,1,2,38,108,375
Testability,37,45,69,524,1277,2052
Testablauf,1,1,2,32,132,677
Testable FIR Digital,1,1,1,1,1,2
Testbed,22,24,101,2571,24302,48201
Testbed evaluation,1,1,1,2,10,36
Testing,329,417,2190,16131,35535,49301
Testing A Case,3,3,5,16,44,327
Testing LowDegree,1,1,1,1,1,2
Testing Mechanisms,1,1,1,4,15,52
Testing Process,2,2,8,48,160,537
Testing Protocol,1,1,5,32,78,258
Testing Tools,1,3,7,22,205,549
Testing and,19,28,124,904,2922,10518
Testing in,9,38,339,1061,4831,20518
Testing of,48,85,360,1008,4392,22600
Testing of C,5,48,73,251,942,3813
Testing of an Error,1,1,1,1,3,5
Testing on Large,1,1,2,8,23,101
Testing subgraphs in,1,1,1,1,1,1
Tests for,11,30,356,3117,12138,28919
Tests for the,2,2,28,222,910,2688
Tetrahedral and,1,1,1,5,10,27
Tetrahedralization,3,3,3,3,3,5
Text,366,1866,31398,49838,49981,49981
Text Archives,1,1,2,10,56,431
Text Chunking,1,1,1,1,22,186
Text Classification,11,11,25,113,251,318
Text Grammars,1,1,5,82,176,242
Text Indexing and,1,1,2,16,33,52
Text Indexing in,1,2,4,9,29,69
Text Planning and,1,1,1,16,45,75
Text Retrieval,12,19,46,200,445,507
Text Search,7,7,25,194,548,1632
Text and,8,44,397,4546,15545,37373
Text and Graphics,1,1,1,1,3,13
Text and hypertext,1,1,1,1,2,4
Texts Some Lessons,1,1,1,1,1,1
Textural,3,26,266,2072,7502,34332
Textural Analysis,1,1,12,28,64,140
Texturanalyse mit,1,1,1,1,2,4
Texture,93,126,1603,4923,24296,48725
Texture Feature,2,2,3,3,10,74
Texture Indexing,2,2,2,8,14,35
Texture Mapping,6,7,10,10,18,62
Texture Model,3,3,19,33,169,837
Texture Symbols,1,1,1,1,2,9
Textured Image,2,6,7,10,27,176
Texturing Revisited,1,1,1,1,2,5
Than A Revolution,1,1,1,1,4,31
Thanks to,2,3,6,54,1876,15038
That,44,363,34289,49776,49981,49981
That Are,3,6,34,282,5082,33785
That Check Their,1,1,1,1,1,1
That Optimize,1,1,1,9,137,487
That Think,1,1,3,18,65,928
That Your Data,1,1,1,1,4,36
The,4198,18560,49507,49981,49981,49981
The 1994 Florida,1,1,1,1,1,1
The ABCDs of Paxos,1,1,1,1,1,1
The ADKMS,1,2,2,34,1010,5562
The ADMS Project,1,1,1,5,22,40
The ARPA Network,1,1,1,1,7,34
The ASTOOT,1,1,1,3,38,754
The Accepting,1,1,1,4,8,80
The Advanced,2,6,12,73,154,300
The Algebraic Degree,1,1,1,1,2,4
The Alignment of,2,2,3,8,24,74
The American Dilemma,1,1,1,1,1,1
The Application,23,43,296,1319,1676,1938
The Architecture,14,24,157,723,926,990
The Art,5,68,784,6647,25573,49062
The Art of,5,8,8,258,837,5139
The Art of Enbugging,1,1,1,1,1,1
The Automated,3,9,21,141,397,839
The B,73,3276,12068,39211,49834,49981
The B Method,1,1,1,24,374,1274
The Behavior,1,12,36,193,309,554
The Beilstein,1,2,2,3,8,126
The Best of Both,1,2,2,2,3,6
The Binomial,1,1,1,5,37,403
The Block,5,10,41,266,1618,8539
The Bologna,1,1,1,6,82,929
The Bologna Optimal,1,1,1,1,1,1
The Borel,1,1,26,901,5141,18952
The CCLRC Dataportal,1,1,1,1,1,1
The CHIP,1,3,17,841,5110,17643
The CHRIS,1,1,5,45,1174,5777
The CHRIS Consultant,1,1,1,1,1,1
The CLEF,1,2,9,771,4734,16759
The CMUnited97,2,2,2,2,2,8
The CMUnited97 Small,1,1,1,2,2,2
The COMpetence,1,1,1,1,6,49
The CTR Computer,1,1,1,1,14,100
The Calculus of,3,8,9,23,44,100
The Cambridge,4,9,10,21,21,58
The Career of the,1,1,1,3,7,42
The Case,26,39,297,2984,12413,36445
The Case for,12,12,29,49,224,1387
The Cayley,1,1,4,69,523,3389
The Cerebellum as,1,1,1,1,2,3
The Cerebellum as a,1,1,1,1,1,1
The Challenge,11,18,31,99,146,229
The Challenges,3,13,28,70,126,156
The Charles Babbage,1,1,1,2,2,2
The Collaborative,1,1,9,114,165,214
The Combinatorics of,3,3,3,4,6,15
The Coming Voice,1,1,1,1,1,2
The Complexity of,55,128,181,257,329,449
The Computation,8,41,132,597,820,1162
The Concept,9,24,69,392,901,3450
The Constrainedness,2,2,2,2,2,5
The Construction,5,25,69,226,514,811
The Cost,5,32,428,2698,13811,37940
The Cost of,4,9,31,209,664,2210
The Cost of A,1,4,9,42,216,614
The Cryptographic,2,2,6,42,62,86
The Cupping Theorem,1,1,1,1,1,3
The Deliberate,1,1,1,2,6,34
The Depth of,1,2,6,15,109,760
The DepthBreadth,1,1,1,1,1,1
The Design,73,190,432,1373,2554,6563
The Design and,21,40,70,198,438,668
The Design of,43,129,184,324,648,1377
The Design of APL,1,1,6,52,133,175
The Design of the,5,6,14,68,148,225
The Determination,1,7,18,46,70,125
The Development,18,70,221,531,666,679
The Development of,14,63,76,143,297,491
The Diagnostic,1,1,3,45,82,198
The Dimensions of,2,4,6,11,30,112
The Dividing,1,1,1,6,27,312
The Dublin Core and,1,1,1,1,1,1
The EEC Workshop,1,1,1,1,6,17
The Ear,4,61,1081,7144,29444,49151
The Ear and,1,1,1,23,282,1789
The EcoCyc,1,1,1,12,276,2497
The EcoCyc Database,1,1,1,1,1,1
The Economics of,5,5,6,9,13,42
The Edinburgh Mouse,1,1,1,1,1,1
The Effect,69,111,154,392,1055,5065
The Effect of,37,82,95,121,211,576
The Effect of Edge,1,1,2,15,57,92
The Effect of the,2,6,10,58,92,121
The Efficiency,1,14,27,77,120,587
The Electronic Book,1,3,4,5,8,23
The Emergence,2,8,8,18,41,239
The Enriched,1,1,1,4,24,237
The Essence,3,3,4,11,264,1387
The Evolution,24,39,84,347,731,1713
The Evolution of,19,30,40,98,255,637
The Expressive,10,24,33,43,99,236
The Expressive Power,9,15,16,19,20,22
The Extension,2,6,35,160,233,733
The FCL Language,1,1,1,3,15,64
The Fortune,1,1,1,26,207,2097
The Fortune 500 Web,1,1,1,1,1,1
The Foundations,2,7,11,54,101,226
The Frame,4,18,76,865,4397,17018
The Framework Rules,1,1,1,1,1,3
The Framework and,1,1,2,10,26,56
The Fraunhofer,1,1,1,2,6,17
The Future of,13,24,32,55,116,537
The Gamma,1,2,7,303,1927,9543
The GeneAround GO,1,1,1,1,1,1
The Good the Bad,1,1,1,1,1,2
The Graph,6,17,147,1100,2933,10652
The HITEST,1,1,1,4,59,1029
The HamiltonJacobi,1,1,1,1,1,1
The Heart of IGES,1,1,1,1,1,2
The Hidden,1,3,4,64,477,3779
The Hitting Set,1,1,1,2,3,20
The Hoare Logic,1,1,2,6,9,21
The Horn,1,2,147,2750,12388,40928
The Hough,1,7,16,307,1839,8264
The IA,1,400,4015,15112,42397,49880
The Immanent Fields,1,1,1,1,1,1
The Impact of,24,46,57,71,157,336
The Imperative,2,2,4,27,49,243
The Implementation,13,37,104,510,657,681
The Infinite Case,1,1,1,1,2,9
The Influence,13,23,27,51,117,342
The Ins,9,110,1046,6196,27358,49093
The Ins and Outs,4,4,4,4,4,6
The Integration of,5,17,27,60,140,305
The Intelligent,3,7,27,190,423,457
The Intermediate,1,1,4,22,30,58
The Internet in,1,4,16,51,183,523
The Joy of,1,1,2,287,630,3446
The Joy of Sets,1,1,1,2,2,29
The LDV Approach to,1,1,1,1,2,18
The Large,2,6,52,698,3997,16293
The Last Word,2,2,2,2,23,99
The Leap to,1,1,1,15,125,1345
The Least Squares,1,1,2,7,15,21
The Leech Lattice as,1,1,1,1,1,1
The Life,1,6,192,2024,9283,34352
The Lights,1,3,8,67,394,2805
The Limit Set of,1,1,1,1,1,10
The Linear,2,10,81,570,1912,8159
The Linear Logic of,1,1,1,2,4,14
The Logic of,6,12,15,56,328,1534
The MPEG21 Standard,1,1,1,1,1,1
The ManySorted,1,1,1,2,2,8
The Mapsee,1,1,3,66,544,4250
The Marseille,1,1,1,2,16,93
The Maude,1,1,26,330,3083,16130
The Maude System,1,1,1,3,8,46
The Mechanical,1,2,3,30,54,157
The Milan,1,1,35,399,3163,16513
The Minimal,1,9,29,149,439,1900
The Modal Calculus,1,1,1,2,3,5
The ModelComposition,1,1,1,1,1,3
The Modelling and,1,1,6,35,118,216
The MooZ,1,1,38,880,6455,25206
The MooZ Environment,1,1,1,1,5,26
The Multiscale,1,2,2,24,57,212
The Myth of the,1,1,1,1,28,71
The Myths and Magic,1,1,1,1,2,2
The N,91,3279,11895,39097,49829,49981
The NUMA,1,1,18,660,4505,17101
The Need,10,15,72,1115,7402,28940
The Need for Network,1,1,1,1,2,3
The Need for Speed,1,1,1,1,7,13
The Netherlands,9,10,10,11,11,12
The New World,1,1,1,3,22,119
The Number,5,46,101,296,913,4680
The Numerical,3,7,16,70,117,318
The Object Database,2,2,4,28,34,35
The Online,3,8,38,219,1358,6245
The OpenMol,1,1,1,2,37,840
The Order,2,7,135,726,4094,15539
The Organ Pipe,1,1,1,1,5,16
The Organizational,1,3,6,44,97,187
The Owl and,1,1,1,17,170,1135
The PHS Protocol,1,1,1,2,4,30
The PREMO,1,2,6,31,934,5168
The PRIDE Prototype,1,1,1,1,1,1
The Paradox,2,3,4,22,160,991
The PascalXT,1,1,1,1,14,113
The PascalXT Code,1,1,1,1,1,1
The Passau RAP,1,1,1,1,1,2
The Paulo,1,1,4,257,2610,13061
The Peek Measurement,1,1,1,1,1,5
The Peloton,1,1,1,16,162,1524
The Performance,18,85,246,804,1229,1245
The Performance of,15,71,93,157,363,805
The Pittsburgh,1,2,3,6,6,7
The Power,16,62,154,901,5029,19359
The Power Test,1,1,1,4,22,121
The Power of,12,48,66,179,415,1369
The Power of Rule,1,1,1,13,35,62
The Power of the,2,3,6,39,71,147
The Practical,1,7,16,134,309,702
The Prism,1,2,20,263,2556,12930
The Probabilistic,1,2,18,155,252,298
The Probable,1,1,14,41,393,1891
The Problems Youre,1,1,1,1,2,19
The Processing and,1,1,7,17,36,145
The QED Manifesto,1,1,1,1,1,1
The QWERTY,1,1,1,2,22,732
The Query Language,2,2,9,71,76,91
The Queuing,1,1,3,32,284,1723
The REDOC II,1,1,1,1,1,21
The Real,4,42,425,2928,12217,36107
The Reason Why and,1,1,1,1,1,1
The Rediscovery of,1,1,2,2,10,17
The Regionalization,1,1,1,1,1,10
The Relational Model,4,5,5,11,12,18
The Relationship,5,18,31,103,190,240
The Representation,2,12,132,415,536,599
The Requirement Set,1,1,1,1,4,23
The Responsive,1,1,2,8,31,117
The Reves Puzzle,1,1,1,1,1,1
The Rights of Agents,1,1,1,1,1,1
The Ring Loading,1,1,1,1,1,3
The Role,70,103,298,2735,12203,37022
The Role of Capacity,1,1,1,1,1,5
The Role of Context,1,2,2,3,9,22
The Role of Lazy,1,1,2,9,73,95
The Role of Trust,3,4,4,8,38,84
The Root of a,1,2,4,76,139,488
The Route Direction,1,1,1,1,1,3
The Routing,1,6,85,319,579,3059
The Rural Data,1,1,1,1,45,83
The SWISSPROT,1,2,2,6,6,7
The ScaleInvariant,1,1,1,1,4,4
The Search,4,10,82,571,1573,6463
The Secondgeneration,1,1,1,1,3,11
The Security Aspect,1,1,1,2,4,6
The Semantic Web,1,11,13,22,35,116
The Shortest Common,1,3,3,4,4,9
The Shroud of,1,1,1,1,29,237
The Size of,4,16,21,203,522,1799
The Size of SPP,1,1,2,6,16,37
The Skewness,1,1,1,2,14,163
The Skyline Operator,1,1,1,1,1,1
The Social,4,8,22,172,961,5783
The Social Dimension,1,1,1,1,1,3
The Space Algebra,1,1,1,1,1,3
The Stable Semantics,1,2,2,3,3,4
The Standard for,1,1,2,13,29,54
The State,10,32,172,925,5583,22195
The State of,10,16,23,77,433,1224
The Stochastic,2,4,12,120,171,201
The Stollmann Data,1,1,1,1,1,1
The StructureMapping,1,1,1,2,2,4
The Synthesis,3,16,54,201,288,378
The Synthesis of,3,14,24,70,140,228
The Sysmod,1,1,3,14,219,3676
The Tactile,1,1,2,24,189,2072
The Tactile Touchpad,1,1,1,1,1,1
The Task,1,7,112,1097,6241,26853
The Termination,1,2,8,47,148,309
The Theory,8,38,107,574,1363,4502
The Theory of,6,31,35,131,225,688
The Theory of Data,2,2,2,7,14,37
The Thermodynamics,1,1,1,2,6,9
The Topological,3,7,11,70,116,201
The Tsimmis,1,1,1,2,41,504
The Tutte,1,1,8,290,2854,13472
The Tutte polynomial,1,1,1,2,2,2
The Twin Grid,1,1,1,1,2,17
The Twin Grid File,1,1,1,1,1,1
The Twos,1,3,47,1318,7240,29770
The Twos Complement,1,1,1,2,2,3
The Type System of,1,1,1,1,4,10
The Ubiquitous,2,2,7,23,30,30
The Unrestricted,1,1,1,3,6,21
The Use of,51,110,157,353,1088,6081
The Use of Kinematic,1,1,1,1,2,6
The VDM Domain,1,1,1,1,3,16
The VHDL Validation,1,1,1,1,1,1
The Verification,1,15,41,253,388,566
The Versatility,1,1,1,1,9,56
The Virtual,10,23,60,345,666,1954
The Virtual Factory,1,1,1,1,1,8
The Visualization,1,4,52,186,261,289
The Voronoi Region,1,1,1,2,2,3
The WGLog Web,1,1,1,1,1,2
The Wager,1,1,11,457,3429,14885
The Widest,1,1,4,90,955,5282
The World Wide,4,31,39,58,66,90
The Worm,1,27,284,2831,13482,38197
The Worst and the,1,1,1,1,9,29
The Xyleme Robot,1,1,1,1,1,1
The application of,4,26,39,64,168,466
The bottleneck,1,2,3,10,18,21
The centdian,1,1,1,2,28,426
The chemical,1,7,9,49,271,610
The complexity,10,92,163,259,487,615
The complexity of,10,87,152,194,272,342
The deferred path,1,1,1,1,1,1
The design,10,106,247,726,2056,6745
The design of a,5,30,76,155,225,419
The design of an,1,11,36,85,184,260
The eSleeve A,1,1,1,1,3,24
The evaluation,1,7,50,304,683,1086
The existforall,1,1,1,2,2,2
The five orders of,1,1,1,1,1,1
The fuzzy,1,4,21,150,691,5022
The homograph,1,1,2,7,31,111
The homograph attack,1,1,1,1,1,1
The immersive,1,1,1,4,13,87
The impact,8,40,58,116,667,3843
The influence,4,21,28,34,65,201
The interaction,1,5,17,122,380,946
The languageaction,1,1,1,1,1,3
The logic,3,21,51,570,3862,12340
The logic of bugs,1,1,1,1,4,10
The logic of can,1,1,2,6,12,20
The long and,1,1,1,9,363,1120
The mobility minima,1,1,1,1,1,1
The modal,1,3,25,496,3975,15732
The modal multilogic,1,1,1,1,1,1
The multilingual,1,1,2,6,27,33
The multivalent,1,1,1,1,6,60
The object,2,9,37,402,2012,5721
The object model of,1,1,1,1,1,2
The parallel,4,15,61,325,1342,1892
The parallel genetic,1,1,1,3,3,13
The potential role,2,2,2,3,5,11
The security checker,1,1,1,1,1,1
The selfreduction in,1,1,1,1,1,1
The size of,1,6,20,186,626,2237
The swept surface of,1,1,1,1,1,2
The testability,1,1,1,17,84,176
The use,11,110,975,6447,26260,48804
The use of,10,85,153,309,1071,6430
The virtual,3,16,40,144,519,1661
The virtual campus,1,2,2,2,3,6
Theater,1,5,153,4662,31700,49377
Their,112,1227,6492,40648,49915,49981
Their Applications,8,21,36,87,487,1071
Their Complexity,3,4,63,152,300,473
Their Manipulations,1,1,1,1,9,49
Their Relation,4,5,15,55,258,683
Their Structure and,1,1,3,6,26,63
Their Use,3,4,92,290,2150,12402
Their use in,1,4,4,7,41,374
Them,37,5440,28380,49696,49981,49981
Thema,11,423,7023,40043,49869,49981
Thema in der Schule,1,1,1,1,2,4
Thematic,6,154,252,2091,10534,38704
Thematic Modules,1,1,1,1,2,14
Theme Issue,2,2,3,13,92,800
Theme Issue on,2,2,2,2,3,49
Theme and Variations,1,1,1,1,1,2
Theorem,186,371,1065,3113,20395,48815
Theorem Prover,21,22,67,73,115,166
Theorem Proving,43,48,51,72,74,108
Theorem Proving in,9,16,34,49,51,60
Theorem Proving to,2,8,34,46,50,60
Theorem Proving with,2,4,5,18,34,47
Theorem and,8,10,105,247,522,3383
Theorem for,29,42,150,203,816,6765
Theorem for OMinimal,1,1,1,1,1,2
Theorems,29,198,474,1380,5724,35124
Theorems with,2,5,9,24,83,948
Theorems with LP,1,1,2,5,9,28
Theoretic,157,185,190,518,2765,15641
Theoretic Examples,1,1,1,1,1,13
Theoretic Proofs,1,1,1,6,11,44
TheoreticBased,1,2,2,6,107,192
Theoretical,79,90,168,186,443,2243
Theoretical Computer,8,8,8,9,12,18
